rank,mpnn_score,tm_score,p65_prob,solubility,usability,pHopt,tm_norm,p65_norm,sol_norm,mpnn_norm,use_norm,composite
43,0.745,0.98555,0.9427,0.8861,0.4565,6.54819,0.786115916955018,0.9403604458145601,0.7329803328290468,0.34782608695652173,0.4319045035268584,0.6951747458307109
81,0.749,0.98658,0.965,0.8941,0.4187,6.614328,0.8083910034602079,0.966801043395779,0.7934947049924358,0.2608695652173913,0.3293543136190993,0.6910305345379574
37,0.744,0.98972,0.8666,0.8934,0.4093,6.9828587,0.8762975778546723,0.8501304244723739,0.788199697428139,0.3695652173913043,0.30385241454150835,0.6902595848573113
175,0.759,0.99086,0.9481,0.8914,0.4623,6.7468586,0.9009515570934249,0.9467631017310885,0.7730711043872918,0.043478260869565216,0.4476397178513293,0.6902105823917208
29,0.741,0.98481,0.9256,0.8842,0.4372,6.658338,0.7701124567474039,0.9200853687455538,0.718608169440242,0.43478260869565216,0.3795442213781876,0.6884201147723638
52,0.746,0.98574,0.9228,0.8861,0.4534,6.884036,0.7902249134948085,0.9167654730851316,0.7329803328290468,0.32608695652173914,0.4234943027672273,0.6857808521041394
84,0.75,0.99302,0.9206,0.8748,0.4315,7.3162575,0.9476643598615921,0.9141569836376571,0.6475037821482603,0.2391304347826087,0.36408030385241447,0.6854377030997177
63,0.748,0.98985,0.961,0.8756,0.4228,6.9933367,0.8791089965397926,0.9620583353094617,0.6535552193645994,0.2826086956521739,0.3404774823657081,0.6844658035379158
126,0.754,0.98851,0.9182,0.8935,0.4521,6.7089863,0.8501297577854672,0.9113113587858668,0.7889561270801813,0.15217391304347827,0.41996744438415623,0.683972708173015
107,0.752,0.98736,0.929,0.8877,0.4619,6.8843265,0.8252595155709346,0.9241166706189236,0.745083207261725,0.1956521739130435,0.4465545306565381,0.6826916936852467
77,0.749,0.98304,0.8444,0.9105,0.4703,7.0241504,0.7318339100346025,0.8238083945933129,0.9175491679273826,0.2608695652173913,0.4693434617471513,0.6819523637871369
27,0.739,0.99152,0.7609,0.8861,0.4247,6.8753448,0.9152249134948088,0.7248043632914394,0.7329803328290468,0.4782608695652174,0.34563212154096584,0.6801873344282989
12,0.734,0.99173,0.7599,0.8768,0.4158,6.969631,0.9197664359861593,0.7236186862698603,0.6626323751891076,0.5869565217391305,0.3214867064568638,0.6796392398312255
45,0.745,0.98347,0.7399,0.8926,0.5675,6.4880805,0.7411332179930785,0.6999051458382738,0.7821482602118,0.34782608695652173,0.733043950081389,0.6788197485558848
75,0.749,0.9837,0.9771,0.8808,0.4625,6.9775934,0.7461072664359865,0.9811477353568887,0.692889561270802,0.2608695652173913,0.4481823114487249,0.6767494442022965
163,0.758,0.99091,0.9123,0.8894,0.4538,6.6509733,0.9020328719723175,0.9043158643585487,0.7579425113464445,0.06521739130434782,0.42457948996201833,0.6766452185419604
64,0.748,0.9889,0.9569,0.884,0.3863,6.806281,0.8585640138408305,0.9571970595209864,0.7170953101361573,0.2826086956521739,0.24145415084101995,0.6759687573416647
141,0.756,0.98749,0.8248,0.9048,0.4812,7.1282225,0.8280709342560549,0.8005691249703581,0.8744326777609686,0.10869565217391304,0.4989148128052089,0.6731881201056652
108,0.752,0.99112,0.9094,0.8805,0.4282,6.7947655,0.9065743944636679,0.9008774009959688,0.6906202723146744,0.1956521739130435,0.35512750949538796,0.6726039558391087
189,0.76,0.98938,0.9553,0.8914,0.4406,6.7934895,0.8689446366782015,0.9552999762864598,0.7730711043872918,0.021739130434782608,0.38876831253391203,0.672251490563928
8,0.728,0.98665,0.8117,0.8663,0.4176,6.743933,0.809904844290658,0.7850367559876689,0.5832072617246593,0.717391304347826,0.3263700488334238,0.671941055391701
31,0.742,0.98633,0.8982,0.8769,0.4309,6.92297,0.8029844290657447,0.8875978183542803,0.6633888048411498,0.41304347826086957,0.36245252306022785,0.6716477230214007
54,0.746,0.98926,0.8775,0.8786,0.4326,7.2084274,0.8663494809688588,0.8630543040075884,0.6762481089258703,0.32608695652173914,0.36706456863808995,0.6715732968032602
40,0.744,0.99057,0.9645,0.8654,0.3845,6.899831,0.8946799307958467,0.9662082048849894,0.5763993948562779,0.3695652173913043,0.2365708084644601,0.6714223167698292
46,0.745,0.98886,0.9639,0.8673,0.4024,7.230651,0.8576989619377154,0.9654967986720419,0.5907715582450829,0.34782608695652173,0.2851329354313618,0.6688971051596384
151,0.757,0.98844,0.8582,0.8971,0.4703,7.271752,0.848615916955017,0.8401707374911074,0.8161875945537066,0.08695652173913043,0.4693434617471513,0.6688791800452147
102,0.752,0.99023,0.9748,0.8732,0.4056,7.1011224,0.8873269896193784,0.9784206782072563,0.6354009077155822,0.1956521739130435,0.29381443298969073,0.6669370895351852
150,0.757,0.99007,0.9551,0.8731,0.4598,6.8709044,0.8838667820069206,0.9550628408821437,0.63464447806354,0.08695652173913043,0.4408572978838849,0.6658333742784264
80,0.749,0.98403,0.9304,0.8885,0.4325,6.6385465,0.7532439446366772,0.9257766184491345,0.7511346444780632,0.2608695652173913,0.3667932718393922,0.664131495225583
160,0.758,0.98882,0.9833,0.8771,0.4375,6.9189076,0.8568339100346027,0.9884989328906806,0.6649016641452344,0.06521739130434782,0.380358111774281,0.661149869022162
187,0.76,0.99091,0.9218,0.8866,0.4334,7.1067753,0.9020328719723175,0.9155797960635523,0.7367624810892591,0.021739130434782608,0.36923494302767224,0.6604017742461875
58,0.747,0.99391,0.9032,0.8514,0.4252,7.3697863,0.9669117647058817,0.893526203462177,0.4704992435703483,0.30434782608695654,0.3469886055344547,0.6569098054992959
25,0.739,0.98976,0.9478,0.8406,0.4237,6.7897587,0.8771626297577849,0.9464073986246148,0.38880484114977315,0.4782608695652174,0.34291915355398805,0.6568304787934354
124,0.754,0.9891,0.993,0.8664,0.4151,6.800939,0.862889273356401,1.0,0.5839636913767016,0.15217391304347827,0.3195876288659794,0.6532792879008593
24,0.739,0.99105,0.6233,0.8866,0.461,6.7634964,0.9050605536332178,0.5616552051221247,0.7367624810892591,0.4782608695652174,0.44411285946825824,0.6523874952617088
38,0.744,0.98139,0.7182,0.9042,0.4912,7.074801,0.6961505190311413,0.6741759544700024,0.8698940998487141,0.3695652173913043,0.5260444926749864,0.6509018948549724
178,0.76,0.99262,0.9713,0.8624,0.4385,6.63013,0.9390138408304488,0.9742708086317289,0.553706505295008,0.021739130434782608,0.38307107976125876,0.6497839949539523
119,0.754,0.98584,0.9222,0.8792,0.451,6.5701246,0.7923875432525962,0.916054066872184,0.6807866868381239,0.15217391304347827,0.4169831795984807,0.6486413037951138
132,0.755,0.98198,0.7085,0.9214,0.5067,6.700363,0.7089100346020752,0.6626748873606829,1.0,0.13043478260869565,0.5680954964731416,0.647675772352965
72,0.748,0.99092,0.961,0.857,0.3867,6.742894,0.9022491349480974,0.9620583353094617,0.5128593040847199,0.2826086956521739,0.2425393380358111,0.6474209334345317
125,0.754,0.99192,0.9282,0.8691,0.4003,6.6363525,0.9238754325259522,0.92316812900166,0.6043872919818455,0.15217391304347827,0.27943570265870854,0.6473797911336002
147,0.757,0.99038,0.9389,0.8736,0.4172,6.743634,0.8905709342560563,0.9358548731325587,0.6384266263237522,0.08695652173913043,0.3252848616386326,0.6461279846185688
36,0.743,0.98446,0.9221,0.8694,0.4091,7.244675,0.7625432525951557,0.9159354991700261,0.6066565809379724,0.391304347826087,0.30330982094411285,0.64514312944442
174,0.759,0.98886,0.9292,0.8688,0.475,6.733254,0.8576989619377154,0.9243538060232395,0.6021180030257187,0.043478260869565216,0.4820944112859467,0.6447726934187092
133,0.755,0.98825,0.7921,0.8884,0.4745,6.669586,0.8445069204152241,0.7617974863647144,0.750378214826021,0.13043478260869565,0.4807379272924578,0.6433276511453618
70,0.748,0.99092,0.8904,0.8537,0.4402,6.9210424,0.9022491349480974,0.8783495375859616,0.4878971255673223,0.2826086956521739,0.38768312533912086,0.6432728663956735
142,0.756,0.98136,0.9741,0.8825,0.4601,6.7824283,0.6955017301038063,0.9775907042921509,0.7057488653555215,0.10869565217391304,0.44167118827997826,0.6419779077381772
95,0.751,0.9931,0.6128,0.8995,0.4629,6.6396427,0.9493944636678199,0.5492055963955419,0.8343419062027229,0.21739130434782608,0.4492674986435159,0.6415172167050863
153,0.757,0.99136,0.9515,0.8582,0.4393,6.8637204,0.9117647058823535,0.9507944036044583,0.5219364599092281,0.08695652173913043,0.38524145415084105,0.6408567657370443
154,0.758,0.98868,0.9588,0.8665,0.4387,6.879454,0.8538062283737025,0.9594498458619872,0.5847201210287447,0.06521739130434782,0.38361367335865426,0.6375827024641216
51,0.746,0.97885,0.895,0.8811,0.462,6.7319007,0.6412197231833907,0.8838036518852266,0.6951588502269288,0.32608695652173914,0.446825827455236,0.6362245314090863
41,0.744,0.97346,0.8711,0.9043,0.4481,6.645085,0.5246539792387538,0.8554659710694807,0.8706505295007564,0.3695652173913043,0.4091155724362452,0.6359622119513423
165,0.759,0.99162,0.7398,0.8853,0.4911,6.919486,0.9173875432525941,0.6997865781361159,0.7269288956127078,0.043478260869565216,0.5257731958762886,0.6350670279815971
18,0.737,0.99139,0.3955,0.9005,0.5103,6.937538,0.9124134948096885,0.29155797960635527,0.8419062027231465,0.5217391304347826,0.5778621812262614,0.6343143058977969
177,0.759,0.99244,0.8573,0.8726,0.4399,6.891628,0.9351211072664358,0.839103628171686,0.6308623298033286,0.043478260869565216,0.38686923494302766,0.634280774192085
83,0.75,0.99274,0.8888,0.8467,0.4368,6.7120633,0.9416089965397916,0.8764524543514348,0.43494704992435707,0.2391304347826087,0.37845903418339666,0.6341431930525788
50,0.746,0.97748,0.9105,0.8892,0.4333,6.910396,0.6115916955017302,0.9021816457197059,0.75642965204236,0.32608695652173914,0.3689636462289745,0.6339868561264381
196,0.761,0.99107,0.9777,0.8604,0.4302,6.849231,0.9054930795847753,0.9818591415698366,0.5385779122541607,0.0,0.3605534454693435,0.6336366545598866
89,0.75,0.97686,0.976,0.8856,0.4368,6.9019322,0.5981833910034589,0.9798434906331517,0.7291981845688355,0.2391304347826087,0.37845903418339666,0.6329847776678205
26,0.739,0.98787,0.8365,0.8589,0.4026,6.640371,0.8362889273356406,0.8144415461228363,0.5272314674735249,0.4782608695652174,0.2856755290287574,0.6327193716484204
76,0.749,0.98295,0.8349,0.8804,0.4691,6.8691893,0.7298875432525949,0.8125444628883093,0.689863842662632,0.2608695652173913,0.46608790016277807,0.6326243898747778
106,0.752,0.99148,0.7798,0.8798,0.4204,7.1232405,0.9143598615916962,0.7472136589992888,0.6853252647503784,0.1956521739130435,0.3339663591969614,0.6319012130643227
33,0.742,0.9802,0.9078,0.8645,0.4523,6.8274293,0.6704152249134938,0.8989803177614418,0.5695915279878975,0.41304347826086957,0.4205100379815517,0.6313002187026767
19,0.737,0.98867,0.9749,0.8298,0.3769,6.7840977,0.853589965397925,0.9785392459094142,0.30711043872919797,0.5217391304347826,0.2159522517634292,0.6301080979024062
190,0.76,0.99169,0.8422,0.8748,0.4473,6.564818,0.9189013840830442,0.8211999051458382,0.6475037821482603,0.021739130434782608,0.4069451980466629,0.6288287280090895
62,0.747,0.99119,0.9857,0.8324,0.4022,6.6502023,0.9080882352941181,0.9913445577424711,0.3267776096822997,0.30434782608695654,0.2845903418339663,0.6285544453837456
111,0.753,0.9892,0.9471,0.8615,0.3931,7.1684165,0.8650519031141862,0.9455774247095093,0.5468986384266267,0.17391304347826086,0.25990233315246875,0.6271093661358585
198,0.761,0.9873,0.9291,0.8719,0.4564,6.902185,0.823961937716262,0.9242352383210816,0.6255673222390318,0.0,0.43163320672816047,0.6269077394663664
13,0.734,0.98448,0.845,0.8545,0.4025,6.7468157,0.7629757785467132,0.8245198008062604,0.49394856278366134,0.5869565217391305,0.2854042322300597,0.6265177204903543
148,0.757,0.98119,0.8995,0.8786,0.4994,6.864192,0.691825259515571,0.8891391984823335,0.6762481089258703,0.08695652173913043,0.548290830168204,0.6257778390707504
180,0.76,0.98663,0.9016,0.8845,0.4255,7.1066103,0.8094723183391005,0.8916291202276501,0.7208774583963687,0.021739130434782608,0.3478024959305479,0.624882095275761
131,0.755,0.99032,0.9038,0.8468,0.4733,6.760362,0.8892733564013837,0.8942376096751246,0.4357034795763993,0.13043478260869565,0.47748236570808456,0.624206009681924
99,0.752,0.98272,0.9818,0.8639,0.4247,7.124181,0.7249134948096893,0.9867204173583117,0.5650529500756429,0.1956521739130435,0.34563212154096584,0.6221117123752302
128,0.754,0.99223,0.7952,0.8767,0.4017,6.5715113,0.9305795847750854,0.7654730851316102,0.6618759455370653,0.15217391304347827,0.28323385784047744,0.6216995222166803
49,0.746,0.98832,0.6354,0.8903,0.4547,7.308731,0.8460207612456743,0.5760018970832346,0.7647503782148258,0.32608695652173914,0.4270211611502983,0.621421957875998
97,0.752,0.99544,0.8663,0.8463,0.4031,6.596196,1.0,0.8497747213658998,0.43192133131618793,0.1956521739130435,0.28703201302224635,0.6212305746450061
200,0.761,0.99347,0.6795,0.8997,0.4377,7.1160617,0.9573961937716257,0.6282902537348827,0.8358547655068083,0.0,0.3809007053716765,0.6207276707837401
60,0.747,0.98892,0.9354,0.842,0.4078,6.8049746,0.858996539792388,0.9317050035570312,0.39939485627836585,0.30434782608695654,0.2997829625610417,0.6181739753902276
159,0.758,0.98615,0.8871,0.8812,0.4154,6.7487655,0.7990916955017294,0.8744368034147499,0.6959152798789712,0.06521739130434782,0.3204015192620726,0.6154080172898772
197,0.761,0.98464,0.9668,0.8666,0.4556,7.151084,0.7664359861591686,0.9689352620346218,0.585476550680787,0.0,0.42946283233857835,0.6153575470353918
114,0.753,0.98567,0.8939,0.8735,0.4051,6.629884,0.7887110726643608,0.8824994071614892,0.6376701966717099,0.17391304347826086,0.2924579489962018,0.6152923081619738
61,0.747,0.9907,0.8574,0.8479,0.4066,6.6676397,0.8974913494809694,0.8392221958738441,0.4440242057488652,0.30434782608695654,0.29652740097666846,0.6131145115480202
181,0.76,0.98617,0.8733,0.8814,0.4348,6.688512,0.7995242214532869,0.8580744605169552,0.6974281391830557,0.021739130434782608,0.37303309820944114,0.6131011326258052
47,0.745,0.98849,0.7719,0.8608,0.4295,6.603714,0.8496972318339097,0.7378468105288121,0.5416036308623299,0.34782608695652173,0.35865436787845895,0.6111788049883936
23,0.738,0.98515,0.4586,0.9,0.4989,6.656549,0.7774653979238747,0.36637419966801044,0.8381240544629351,0.5,0.546934346174715,0.6106248622167656
155,0.758,0.98979,0.8238,0.8712,0.4348,7.0622425,0.87781141868512,0.7993834479487787,0.620272314674735,0.06521739130434782,0.37303309820944114,0.60909075302049
94,0.751,0.99353,0.9591,0.8365,0.359,7.2897525,0.9586937716262982,0.9598055489684609,0.3577912254160364,0.21739130434782608,0.16739012479652732,0.60890028960355
121,0.754,0.98805,0.933,0.859,0.3909,6.879859,0.8401816608996536,0.9288593787052409,0.5279878971255672,0.15217391304347827,0.2539338035811178,0.6087739968200265
129,0.755,0.989,0.6236,0.8944,0.4791,7.046564,0.8607266435986157,0.5620109082285987,0.7957639939485626,0.13043478260869565,0.4932175800325556,0.6083850411427039
137,0.755,0.98668,0.7874,0.8723,0.4683,7.084898,0.8105536332179931,0.7562248043632914,0.6285930408472009,0.13043478260869565,0.4639175257731958,0.606566063822045
157,0.758,0.97879,0.9468,0.883,0.44,6.68285,0.6399221453287206,0.9452217216030353,0.7095310136157338,0.06521739130434782,0.3871405317417254,0.6060458579129967
88,0.75,0.98148,0.9728,0.8616,0.399,6.8799005,0.698096885813149,0.9760493241640977,0.5476550680786689,0.2391304347826087,0.27590884427563755,0.6053234579687824
191,0.761,0.98957,0.8757,0.8692,0.4221,6.728745,0.873053633217992,0.8609200853687455,0.6051437216338879,0.0,0.33857840477482354,0.6053089346896855
185,0.76,0.98935,0.9401,0.8654,0.3796,6.8199763,0.868295847750864,0.9372776855584539,0.5763993948562779,0.021739130434782608,0.22327726532826905,0.6034257216630429
59,0.747,0.99252,0.774,0.8652,0.351,6.611983,0.9368512110726636,0.7403367322741287,0.5748865355521934,0.30434782608695654,0.14568638090070526,0.601779423995286
85,0.75,0.97873,0.8888,0.8766,0.4311,6.9301357,0.6386245674740479,0.8764524543514348,0.661119515885023,0.2391304347826087,0.36299511665762335,0.6013119913494102
152,0.757,0.99033,0.7148,0.8779,0.4529,7.286597,0.8894896193771636,0.6701446525966327,0.6709531013615735,0.08695652173913043,0.42213781877373846,0.6004633393426941
71,0.748,0.99279,0.7348,0.8478,0.4451,6.815723,0.9426903114186842,0.693858193028219,0.44326777609682294,0.2826086956521739,0.40097666847531194,0.6003284859502133
67,0.748,0.98712,0.5609,0.8962,0.4666,7.114103,0.820069204152249,0.48766895897557505,0.8093797276853253,0.2826086956521739,0.4593054801953337,0.6000976126961473
21,0.738,0.9916,0.2882,0.9073,0.4835,7.1840515,0.9169550173010389,0.164334835190894,0.8933434190620272,0.5,0.5051546391752576,0.5997643428116772
130,0.755,0.98495,0.9696,0.8469,0.434,6.7664537,0.7731401384083043,0.972255157695044,0.43645990922844163,0.13043478260869565,0.37086272381985885,0.5988354318358086
176,0.759,0.98982,0.9711,0.841,0.4101,7.3762627,0.8784602076124575,0.9740336732274129,0.39183055975794223,0.043478260869565216,0.30602278893109064,0.5939147396316544
42,0.744,0.98871,0.6938,0.8538,0.4559,6.735795,0.8544550173010376,0.645245435143467,0.4886535552193646,0.3695652173913043,0.4302767227346717,0.5926321151738955
20,0.737,0.98453,0.7635,0.8493,0.4169,6.9254475,0.7640570934256058,0.7278871235475456,0.4546142208774588,0.5217391304347826,0.32447097124253926,0.5908404136703779
120,0.754,0.98671,0.9283,0.8499,0.4014,6.773812,0.8112024221453281,0.9232866967038179,0.45915279878971244,0.15217391304347827,0.282419967444384,0.5906419215434084
134,0.755,0.97689,0.9083,0.8726,0.4656,6.8127522,0.5988321799307964,0.8995731562722314,0.6308623298033286,0.13043478260869565,0.4565925122083559,0.5888278942339804
103,0.752,0.99239,0.7836,0.8487,0.4122,6.735002,0.9340397923875432,0.75171923168129,0.45007564296520425,0.1956521739130435,0.31172002170374385,0.5875607139527672
79,0.749,0.97488,0.9695,0.8649,0.4248,6.691387,0.5553633217993069,0.9721365899928861,0.5726172465960666,0.2608695652173913,0.34590341833966354,0.5874143748008198
91,0.751,0.98772,0.8466,0.8537,0.3987,6.7226024,0.8330449826989629,0.8264168840407874,0.4878971255673223,0.21739130434782608,0.2750949538795442,0.5863178305325076
35,0.743,0.98704,0.638,0.8688,0.4263,7.057975,0.8183391003460213,0.5790846573393408,0.6021180030257187,0.391304347826087,0.3499728703201302,0.5809711227484168
69,0.748,0.98654,0.5658,0.867,0.5288,6.745928,0.8075259515570928,0.4934787763813137,0.5885022692889561,0.2826086956521739,0.62805208898535,0.5795507535380214
145,0.756,0.99198,0.9236,0.8314,0.3897,7.1786537,0.9251730103806224,0.9177140147023952,0.3192133131618761,0.10869565217391304,0.2506782419967444,0.5784705030287283
192,0.761,0.9826,0.9738,0.8614,0.4061,6.934499,0.7223183391003465,0.9772350011856772,0.5461422087745843,0.0,0.2951709169831796,0.5783924143738998
144,0.756,0.97946,0.6861,0.9009,0.4635,7.147539,0.6544117647058821,0.6361157220773062,0.8449319213313164,0.10869565217391304,0.4508952794357026,0.5755568957035028
101,0.752,0.98748,0.9415,0.8204,0.4344,6.772623,0.8278546712802773,0.9389376333886651,0.2360060514372164,0.1956521739130435,0.37194791101464997,0.574039299193833
122,0.754,0.98822,0.7766,0.86,0.4084,6.768608,0.843858131487889,0.7434194925302349,0.5355521936459908,0.15217391304347827,0.3014107433532283,0.5719675431932352
68,0.748,0.96932,0.8835,0.8826,0.4486,6.659795,0.43512110726643466,0.8701683661370644,0.7065052950075646,0.2826086956521739,0.41047205642973406,0.5715855401646739
182,0.76,0.98911,0.9387,0.8355,0.4149,6.8229656,0.8631055363321809,0.9356177377282427,0.3502269288956128,0.021739130434782608,0.31904503526858374,0.5708438291497334
96,0.751,0.98486,0.7439,0.874,0.3971,6.5110874,0.7711937716262965,0.7046478539245911,0.6414523449319213,0.21739130434782608,0.2707542051003798,0.5704727017913371
158,0.758,0.98439,0.7585,0.8756,0.4316,7.0249434,0.7610294117647055,0.7219587384396491,0.6535552193645994,0.06521739130434782,0.3643516006511122,0.5658934302173275
66,0.748,0.98084,0.912,0.8404,0.4174,6.8981795,0.6842560553633226,0.903960161252075,0.3872919818456886,0.2826086956521739,0.32582745523602813,0.5657778731562174
105,0.752,0.97304,0.9288,0.8813,0.3885,6.6487217,0.5155709342560554,0.9238795352146075,0.6966717095310134,0.1956521739130435,0.24742268041237112,0.5656581874226806
48,0.745,0.98808,0.7257,0.8574,0.3691,6.6975217,0.8408304498269887,0.6830685321318474,0.5158850226928899,0.34782608695652173,0.19479110146500261,0.5655443282915156
28,0.741,0.98641,0.9796,0.7959,0.3972,7.0856104,0.8047145328719725,0.9841119279108372,0.050680786686838425,0.43478260869565216,0.27102550189907754,0.5632139891222795
193,0.761,0.99527,0.6205,0.8501,0.4993,7.33187,0.9963235294117646,0.5583353094617027,0.460665658093797,0.0,0.5480195333695063,0.5630007713425522
